Entity,Year,GDP per capita,State involved in war - Conflict type: all,Geo_Code,Geo_Type,Sex,Mortality_Rate
Afghanistan,1957,1253.0,0,4,COUNTRY,TOTAL,372.457578642
Afghanistan,1958,1298.0,0,4,COUNTRY,TOTAL,366.266230695
Afghanistan,1959,1307.0,0,4,COUNTRY,TOTAL,360.434812953
Afghanistan,1960,1326.0,0,4,COUNTRY,TOTAL,354.598496979
Afghanistan,1961,1309.0,0,4,COUNTRY,TOTAL,348.94880368
Afghanistan,1962,1302.0,0,4,COUNTRY,TOTAL,343.696367321
Afghanistan,1962,1302.0,0,4,COUNTRY,FEMALE,335.580234499
Afghanistan,1962,1302.0,0,4,COUNTRY,MALE,351.610072572
Afghanistan,1963,1298.0,0,4,COUNTRY,TOTAL,338.366067404
Afghanistan,1963,1298.0,0,4,COUNTRY,FEMALE,330.283950719
Afghanistan,1963,1298.0,0,4,COUNTRY,MALE,346.068192409
Afghanistan,1964,1291.0,0,4,COUNTRY,TOTAL,333.105062879
Afghanistan,1964,1291.0,0,4,COUNTRY,MALE,340.533267725
Afghanistan,1964,1291.0,0,4,COUNTRY,FEMALE,325.287372999
Afghanistan,1965,1290.0,0,4,COUNTRY,TOTAL,327.713129499
Afghanistan,1965,1290.0,0,4,COUNTRY,MALE,335.048804944
Afghanistan,1965,1290.0,0,4,COUNTRY,FEMALE,320.304306436
Afghanistan,1966,1272.0,0,4,COUNTRY,MALE,329.723016102
Afghanistan,1966,1272.0,0,4,COUNTRY,FEMALE,315.316478538
Afghanistan,1966,1272.0,0,4,COUNTRY,TOTAL,322.658426398
Afghanistan,1967,1277.0,0,4,COUNTRY,FEMALE,310.313087622
Afghanistan,1967,1277.0,0,4,COUNTRY,TOTAL,317.52060527
Afghanistan,1967,1277.0,0,4,COUNTRY,MALE,324.350596904
Afghanistan,1968,1290.0,0,4,COUNTRY,FEMALE,305.369550989
Afghanistan,1968,1290.0,0,4,COUNTRY,TOTAL,312.38414275
Afghanistan,1968,1290.0,0,4,COUNTRY,MALE,319.095782152
Afghanistan,1969,1278.0,0,4,COUNTRY,MALE,313.804762646
Afghanistan,1969,1278.0,0,4,COUNTRY,TOTAL,307.127969288
Afghanistan,1969,1278.0,0,4,COUNTRY,FEMALE,300.242443901
Afghanistan,1970,1272.0,0,4,COUNTRY,FEMALE,295.268098194
Afghanistan,1970,1272.0,0,4,COUNTRY,TOTAL,301.969431211
Afghanistan,1970,1272.0,0,4,COUNTRY,MALE,308.530607985
Afghanistan,1971,1237.0,0,4,COUNTRY,TOTAL,296.816234817
Afghanistan,1971,1237.0,0,4,COUNTRY,FEMALE,290.053838289
Afghanistan,1971,1237.0,0,4,COUNTRY,MALE,303.233017347
Afghanistan,1972,1007.0,0,4,COUNTRY,FEMALE,284.986657985
Afghanistan,1972,1007.0,0,4,COUNTRY,MALE,297.842458065
Afghanistan,1972,1007.0,0,4,COUNTRY,TOTAL,291.434368598
Afghanistan,1973,1011.0,0,4,COUNTRY,FEMALE,279.821878108
Afghanistan,1973,1011.0,0,4,COUNTRY,TOTAL,286.147319224
Afghanistan,1973,1011.0,0,4,COUNTRY,MALE,292.234989286
Afghanistan,1974,1039.0,0,4,COUNTRY,MALE,286.731712589
Afghanistan,1974,1039.0,0,4,COUNTRY,FEMALE,274.558670665
Afghanistan,1974,1039.0,0,4,COUNTRY,TOTAL,280.704210662
Afghanistan,1975,1074.0,0,4,COUNTRY,TOTAL,275.413676686
Afghanistan,1975,1074.0,0,4,COUNTRY,FEMALE,269.261924576
Afghanistan,1975,1074.0,0,4,COUNTRY,MALE,281.048809932
Afghanistan,1976,1105.0,0,4,COUNTRY,FEMALE,263.703210697
Afghanistan,1976,1105.0,0,4,COUNTRY,TOTAL,269.722907879
Afghanistan,1976,1105.0,0,4,COUNTRY,MALE,275.232559931
Afghanistan,1977,1022.0,0,4,COUNTRY,TOTAL,264.011936105
Afghanistan,1977,1022.0,0,4,COUNTRY,FEMALE,258.105417924
Afghanistan,1977,1022.0,0,4,COUNTRY,MALE,269.240826442
Afghanistan,1978,1070.0,0,4,COUNTRY,TOTAL,258.113296132
Afghanistan,1978,1070.0,0,4,COUNTRY,FEMALE,252.450613756
Afghanistan,1978,1070.0,0,4,COUNTRY,MALE,263.308502798
Afghanistan,1979,1023.0,0,4,COUNTRY,TOTAL,252.107183879
Afghanistan,1979,1023.0,0,4,COUNTRY,FEMALE,246.583643745
Afghanistan,1979,1023.0,0,4,COUNTRY,MALE,257.061612321
Afghanistan,1980,1019.0,0,4,COUNTRY,TOTAL,245.95182752
Afghanistan,1980,1019.0,0,4,COUNTRY,MALE,250.875282832
Afghanistan,1980,1019.0,0,4,COUNTRY,FEMALE,240.539845964
Afghanistan,1981,1144.0,0,4,COUNTRY,FEMALE,234.430962934
Afghanistan,1981,1144.0,0,4,COUNTRY,TOTAL,239.680787835
Afghanistan,1981,1144.0,0,4,COUNTRY,MALE,244.48239821
Afghanistan,1982,1270.0,0,4,COUNTRY,TOTAL,233.228584587
Afghanistan,1982,1270.0,0,4,COUNTRY,MALE,238.056843542
Afghanistan,1982,1270.0,0,4,COUNTRY,FEMALE,228.056915946
Afghanistan,1983,1347.0,0,4,COUNTRY,FEMALE,221.849299739
Afghanistan,1983,1347.0,0,4,COUNTRY,MALE,231.554751879
Afghanistan,1983,1347.0,0,4,COUNTRY,TOTAL,226.733061576
Afghanistan,1984,1337.0,0,4,COUNTRY,MALE,224.829489598
Afghanistan,1984,1337.0,0,4,COUNTRY,TOTAL,220.27378991
Afghanistan,1984,1337.0,0,4,COUNTRY,FEMALE,215.407540734
Afghanistan,1985,1304.0,0,4,COUNTRY,TOTAL,213.686558584
Afghanistan,1985,1304.0,0,4,COUNTRY,FEMALE,209.045726246
Afghanistan,1985,1304.0,0,4,COUNTRY,MALE,218.24645846
Afghanistan,1986,1344.0,0,4,COUNTRY,TOTAL,207.110529498
Afghanistan,1986,1344.0,0,4,COUNTRY,FEMALE,202.667458528
Afghanistan,1986,1344.0,0,4,COUNTRY,MALE,211.48967136
Afghanistan,1987,1211.0,0,4,COUNTRY,TOTAL,200.472825328
Afghanistan,1987,1211.0,0,4,COUNTRY,FEMALE,196.173323649
Afghanistan,1987,1211.0,0,4,COUNTRY,MALE,204.798338601
Afghanistan,1988,1101.0,0,4,COUNTRY,TOTAL,193.94568704
Afghanistan,1988,1101.0,0,4,COUNTRY,FEMALE,189.696683751
Afghanistan,1988,1101.0,0,4,COUNTRY,MALE,198.063074779
Afghanistan,1989,999.0,0,4,COUNTRY,MALE,191.447451609
Afghanistan,1989,999.0,0,4,COUNTRY,FEMALE,183.298706956
Afghanistan,1989,999.0,0,4,COUNTRY,TOTAL,187.451725019
Afghanistan,1990,963.0,0,4,COUNTRY,FEMALE,176.986287856
Afghanistan,1990,963.0,0,4,COUNTRY,TOTAL,181.057591134
Afghanistan,1990,963.0,0,4,COUNTRY,MALE,185.04669898
Afghanistan,1991,881.1704,0,4,COUNTRY,MALE,178.730953697
Afghanistan,1991,881.1704,0,4,COUNTRY,FEMALE,170.808815274
Afghanistan,1991,881.1704,0,4,COUNTRY,TOTAL,174.935870591
Afghanistan,1992,843.87537,0,4,COUNTRY,MALE,172.868574782
Afghanistan,1992,843.87537,0,4,COUNTRY,TOTAL,168.96258709
Afghanistan,1992,843.87537,0,4,COUNTRY,FEMALE,164.922349214
Afghanistan,1993,578.4028,0,4,COUNTRY,TOTAL,163.438002635
Afghanistan,1993,578.4028,0,4,COUNTRY,MALE,167.454376524
Afghanistan,1993,578.4028,0,4,COUNTRY,FEMALE,159.121371225
Afghanistan,1994,428.42456,1,4,COUNTRY,TOTAL,158.253673176
Afghanistan,1994,428.42456,1,4,COUNTRY,MALE,162.184488186
Afghanistan,1994,428.42456,1,4,COUNTRY,FEMALE,153.880057672
Afghanistan,1995,632.94037,1,4,COUNTRY,MALE,157.306333998
Afghanistan,1995,632.94037,1,4,COUNTRY,FEMALE,148.958036266
Afghanistan,1995,632.94037,1,4,COUNTRY,TOTAL,153.24497826
Afghanistan,1996,600.1753,1,4,COUNTRY,FEMALE,143.976976698
Afghanistan,1996,600.1753,1,4,COUNTRY,TOTAL,148.581386604
Afghanistan,1996,600.1753,1,4,COUNTRY,MALE,152.876126917
Afghanistan,1997,570.59814,1,4,COUNTRY,TOTAL,144.166156622
Afghanistan,1997,570.59814,1,4,COUNTRY,FEMALE,139.583237593
Afghanistan,1997,570.59814,1,4,COUNTRY,MALE,148.498679374
Afghanistan,1998,545.03876,1,4,COUNTRY,TOTAL,139.882302173
Afghanistan,1998,545.03876,1,4,COUNTRY,FEMALE,135.330675848
Afghanistan,1998,545.03876,1,4,COUNTRY,MALE,144.254553394
Afghanistan,1999,518.65784,1,4,COUNTRY,FEMALE,131.308156693
Afghanistan,1999,518.65784,1,4,COUNTRY,TOTAL,135.816801715
Afghanistan,1999,518.65784,1,4,COUNTRY,MALE,140.051360088
Afghanistan,2000,502.37274,1,4,COUNTRY,FEMALE,127.199638411
Afghanistan,2000,502.37274,1,4,COUNTRY,MALE,135.870566335
Afghanistan,2000,502.37274,1,4,COUNTRY,TOTAL,131.639217224
Afghanistan,2001,489.682,1,4,COUNTRY,TOTAL,127.371222814
Afghanistan,2001,489.682,1,4,COUNTRY,MALE,131.505662137
Afghanistan,2001,489.682,1,4,COUNTRY,FEMALE,122.999430755
Afghanistan,2002,796.8166,0,4,COUNTRY,FEMALE,118.83890924
Afghanistan,2002,796.8166,0,4,COUNTRY,TOTAL,123.022248315
Afghanistan,2002,796.8166,0,4,COUNTRY,MALE,126.99391527
Afghanistan,2003,842.8052,0,4,COUNTRY,TOTAL,118.508076505
Afghanistan,2003,842.8052,0,4,COUNTRY,FEMALE,114.382888698
Afghanistan,2003,842.8052,0,4,COUNTRY,MALE,122.43642103
Afghanistan,2004,869.03925,0,4,COUNTRY,TOTAL,114.038248221
Afghanistan,2004,869.03925,0,4,COUNTRY,MALE,117.984871127
Afghanistan,2004,869.03925,0,4,COUNTRY,FEMALE,109.903089893
Afghanistan,2005,964.4081,0,4,COUNTRY,TOTAL,109.493199069
Afghanistan,2005,964.4081,0,4,COUNTRY,MALE,113.373839629
Afghanistan,2005,964.4081,0,4,COUNTRY,FEMALE,105.407098115
Afghanistan,2006,1057.0966,0,4,COUNTRY,TOTAL,104.969474866
Afghanistan,2006,1057.0966,0,4,COUNTRY,MALE,108.914598473
Afghanistan,2006,1057.0966,0,4,COUNTRY,FEMALE,100.839674532
Afghanistan,2007,1259.9967,0,4,COUNTRY,FEMALE,96.48313718
Afghanistan,2007,1259.9967,0,4,COUNTRY,TOTAL,100.565930086
Afghanistan,2007,1259.9967,0,4,COUNTRY,MALE,104.516480316
Afghanistan,2008,1319.6074,0,4,COUNTRY,MALE,100.177923688
Afghanistan,2008,1319.6074,0,4,COUNTRY,FEMALE,92.382503085
Afghanistan,2008,1319.6074,0,4,COUNTRY,TOTAL,96.341131141
Afghanistan,2009,1557.3207,0,4,COUNTRY,FEMALE,88.308263927
Afghanistan,2009,1557.3207,0,4,COUNTRY,MALE,96.070761638
Afghanistan,2009,1557.3207,0,4,COUNTRY,TOTAL,92.256945307
Afghanistan,2010,1627.6716,0,4,COUNTRY,FEMALE,84.588248468
Afghanistan,2010,1627.6716,0,4,COUNTRY,TOTAL,88.37738839
Afghanistan,2010,1627.6716,0,4,COUNTRY,MALE,92.089539024
Afghanistan,2011,1792.0,0,4,COUNTRY,MALE,88.474950412
Afghanistan,2011,1792.0,0,4,COUNTRY,FEMALE,80.932320041
Afghanistan,2011,1792.0,0,4,COUNTRY,TOTAL,84.738789049
Albania,1978,3696.0,0,8,COUNTRY,MALE,101.067943135
Albania,1978,3696.0,0,8,COUNTRY,TOTAL,96.498257802
Albania,1978,3696.0,0,8,COUNTRY,FEMALE,91.634861602
Albania,1979,3716.0,0,8,COUNTRY,TOTAL,88.723991679
Albania,1979,3716.0,0,8,COUNTRY,FEMALE,83.716664531
Albania,1979,3716.0,0,8,COUNTRY,MALE,93.472799678
Albania,1980,3741.0,0,8,COUNTRY,MALE,86.247784472
Albania,1980,3741.0,0,8,COUNTRY,FEMALE,76.363136146
Albania,1980,3741.0,0,8,COUNTRY,TOTAL,81.421366799
Albania,1981,3762.0,0,8,COUNTRY,FEMALE,69.811425023
Albania,1981,3762.0,0,8,COUNTRY,TOTAL,74.910096184
Albania,1981,3762.0,0,8,COUNTRY,MALE,79.753336822
Albania,1982,3783.0,0,8,COUNTRY,MALE,73.774944181
Albania,1982,3783.0,0,8,COUNTRY,TOTAL,69.040270251
Albania,1982,3783.0,0,8,COUNTRY,FEMALE,63.891131394
Albania,1983,3805.0,0,8,COUNTRY,TOTAL,63.658159493
Albania,1983,3805.0,0,8,COUNTRY,FEMALE,58.656660531
Albania,1983,3805.0,0,8,COUNTRY,MALE,68.449842213
Albania,1984,3826.0,0,8,COUNTRY,TOTAL,58.895928862
Albania,1984,3826.0,0,8,COUNTRY,FEMALE,53.993490889
Albania,1984,3826.0,0,8,COUNTRY,MALE,63.660900665
Albania,1985,3846.0,0,8,COUNTRY,MALE,59.342296587
Albania,1985,3846.0,0,8,COUNTRY,TOTAL,54.672201309
Albania,1985,3846.0,0,8,COUNTRY,FEMALE,49.824722128
Albania,1986,3870.0,0,8,COUNTRY,FEMALE,46.248605427
Albania,1986,3870.0,0,8,COUNTRY,TOTAL,51.010980404
Albania,1986,3870.0,0,8,COUNTRY,MALE,55.514970574
Albania,1987,3894.0,0,8,COUNTRY,MALE,52.248499047
Albania,1987,3894.0,0,8,COUNTRY,TOTAL,47.806140176
Albania,1987,3894.0,0,8,COUNTRY,FEMALE,43.14648036
Albania,1988,3920.0,0,8,COUNTRY,FEMALE,40.537302611
Albania,1988,3920.0,0,8,COUNTRY,TOTAL,45.063823128
Albania,1988,3920.0,0,8,COUNTRY,MALE,49.354073392
Albania,1989,3948.0,0,8,COUNTRY,FEMALE,38.220567789
Albania,1989,3948.0,0,8,COUNTRY,MALE,46.961799683
Albania,1989,3948.0,0,8,COUNTRY,TOTAL,42.700018779
Albania,1990,3983.0,0,8,COUNTRY,TOTAL,40.6840157
Albania,1990,3983.0,0,8,COUNTRY,MALE,44.818292261
Albania,1990,3983.0,0,8,COUNTRY,FEMALE,36.34258304
Albania,1991,2942.1006,0,8,COUNTRY,TOTAL,38.985804123
Albania,1991,2942.1006,0,8,COUNTRY,FEMALE,34.753882771
Albania,1991,2942.1006,0,8,COUNTRY,MALE,43.042328709
Albania,1992,2841.7651,0,8,COUNTRY,MALE,41.458467521
Albania,1992,2841.7651,0,8,COUNTRY,FEMALE,33.410617912
Albania,1992,2841.7651,0,8,COUNTRY,TOTAL,37.516609015
Albania,1993,3137.024,0,8,COUNTRY,MALE,39.970411342
Albania,1993,3137.024,0,8,COUNTRY,TOTAL,36.194696636
Albania,1993,3137.024,0,8,COUNTRY,FEMALE,32.213193693
Albania,1994,3399.7102,0,8,COUNTRY,MALE,38.610010777
Albania,1994,3399.7102,0,8,COUNTRY,FEMALE,31.08722765
Albania,1994,3399.7102,0,8,COUNTRY,TOTAL,34.957065954
Albania,1995,3666.6506,0,8,COUNTRY,TOTAL,33.704987616
Albania,1995,3666.6506,0,8,COUNTRY,FEMALE,29.946472332
Albania,1995,3666.6506,0,8,COUNTRY,MALE,37.274302685
Albania,1996,3965.6853,0,8,COUNTRY,MALE,35.962520236
Albania,1996,3965.6853,0,8,COUNTRY,TOTAL,32.435422527
Albania,1996,3965.6853,0,8,COUNTRY,FEMALE,28.71501857
Albania,1997,3526.9856,0,8,COUNTRY,TOTAL,31.146596721
Albania,1997,3526.9856,0,8,COUNTRY,MALE,34.582413495
Albania,1997,3526.9856,0,8,COUNTRY,FEMALE,27.472837122
Albania,1998,3873.373,0,8,COUNTRY,MALE,33.168321014
Albania,1998,3873.373,0,8,COUNTRY,TOTAL,29.822541202
Albania,1998,3873.373,0,8,COUNTRY,FEMALE,26.253385418
Albania,1999,4432.0425,0,8,COUNTRY,TOTAL,28.478257989
Albania,1999,4432.0425,0,8,COUNTRY,FEMALE,25.0306825
Albania,1999,4432.0425,0,8,COUNTRY,MALE,31.73219442
Albania,2000,4808.4795,0,8,COUNTRY,MALE,30.274856458
Albania,2000,4808.4795,0,8,COUNTRY,TOTAL,27.132764578
Albania,2000,4808.4795,0,8,COUNTRY,FEMALE,23.788605731
Albania,2001,5285.809,0,8,COUNTRY,TOTAL,25.756036697
Albania,2001,5285.809,0,8,COUNTRY,FEMALE,22.514654343
Albania,2001,5285.809,0,8,COUNTRY,MALE,28.816945285
Albania,2002,5608.9624,0,8,COUNTRY,TOTAL,24.338715162
Albania,2002,5608.9624,0,8,COUNTRY,MALE,27.313287974
Albania,2002,5608.9624,0,8,COUNTRY,FEMALE,21.21939504
Albania,2003,6004.645,0,8,COUNTRY,TOTAL,22.896810229
Albania,2003,6004.645,0,8,COUNTRY,FEMALE,19.9022659
Albania,2003,6004.645,0,8,COUNTRY,MALE,25.749956785
Albania,2004,6419.8706,0,8,COUNTRY,MALE,24.154725679
Albania,2004,6419.8706,0,8,COUNTRY,TOTAL,21.433085334
Albania,2004,6419.8706,0,8,COUNTRY,FEMALE,18.568074248
Albania,2005,6858.4673,0,8,COUNTRY,FEMALE,17.273916787
Albania,2005,6858.4673,0,8,COUNTRY,TOTAL,19.964992385
Albania,2005,6858.4673,0,8,COUNTRY,MALE,22.516340315
Albania,2006,7347.33,0,8,COUNTRY,FEMALE,16.055726894
Albania,2006,7347.33,0,8,COUNTRY,MALE,20.832568807
Albania,2006,7347.33,0,8,COUNTRY,TOTAL,18.507021986
Albania,2007,7866.1577,0,8,COUNTRY,FEMALE,14.916380677
Albania,2007,7866.1577,0,8,COUNTRY,TOTAL,17.09282843
Albania,2007,7866.1577,0,8,COUNTRY,MALE,19.170096431
Albania,2008,8522.13,0,8,COUNTRY,TOTAL,15.751127813
Albania,2008,8522.13,0,8,COUNTRY,FEMALE,13.867288469
Albania,2008,8522.13,0,8,COUNTRY,MALE,17.544776987
Albania,2009,8859.472,0,8,COUNTRY,MALE,15.993332446
Albania,2009,8859.472,0,8,COUNTRY,TOTAL,14.477771453
Albania,2009,8859.472,0,8,COUNTRY,FEMALE,12.883362463
Albania,2010,9222.973,0,8,COUNTRY,MALE,14.590667204
Albania,2010,9222.973,0,8,COUNTRY,TOTAL,13.272168042
Albania,2010,9222.973,0,8,COUNTRY,FEMALE,11.886894038
Albania,2011,9484.0,0,8,COUNTRY,TOTAL,12.16157376
Albania,2011,9484.0,0,8,COUNTRY,MALE,13.276984254
Albania,2011,9484.0,0,8,COUNTRY,FEMALE,10.988082261
Algeria,1962,2284.0,0,12,COUNTRY,FEMALE,237.131281579
Algeria,1962,2284.0,0,12,COUNTRY,MALE,243.736876645
Algeria,1962,2284.0,0,12,COUNTRY,TOTAL,240.473967537
Algeria,1963,2818.0,0,12,COUNTRY,MALE,244.593100298
Algeria,1963,2818.0,0,12,COUNTRY,FEMALE,238.030374154
Algeria,1963,2818.0,0,12,COUNTRY,TOTAL,241.262424181
Algeria,1964,2879.0,0,12,COUNTRY,TOTAL,242.412744133
Algeria,1964,2879.0,0,12,COUNTRY,FEMALE,239.128192735
Algeria,1964,2879.0,0,12,COUNTRY,MALE,245.619974659
Algeria,1965,2981.0,0,12,COUNTRY,FEMALE,240.212725452
Algeria,1965,2981.0,0,12,COUNTRY,TOTAL,243.456144054
Algeria,1965,2981.0,0,12,COUNTRY,MALE,246.318938339
Algeria,1966,2750.0,0,12,COUNTRY,TOTAL,244.227063442
Algeria,1966,2750.0,0,12,COUNTRY,FEMALE,241.187029272
Algeria,1966,2750.0,0,12,COUNTRY,MALE,247.061079489
Algeria,1967,2907.0,0,12,COUNTRY,MALE,247.192528722
Algeria,1967,2907.0,0,12,COUNTRY,TOTAL,244.452041951
Algeria,1967,2907.0,0,12,COUNTRY,FEMALE,241.441489388
Algeria,1968,3151.0,0,12,COUNTRY,FEMALE,240.887117763
Algeria,1968,3151.0,0,12,COUNTRY,TOTAL,243.796309789
Algeria,1968,3151.0,0,12,COUNTRY,MALE,246.478384604
Algeria,1969,3355.0,0,12,COUNTRY,FEMALE,239.06885791
Algeria,1969,3355.0,0,12,COUNTRY,MALE,244.612439101
Algeria,1969,3355.0,0,12,COUNTRY,TOTAL,241.919545701
Algeria,1970,3585.0,0,12,COUNTRY,FEMALE,236.204023057
Algeria,1970,3585.0,0,12,COUNTRY,MALE,241.419172419
Algeria,1970,3585.0,0,12,COUNTRY,TOTAL,238.758115283
Algeria,1971,3188.0,0,12,COUNTRY,TOTAL,234.498231654
Algeria,1971,3188.0,0,12,COUNTRY,MALE,236.962942973
Algeria,1971,3188.0,0,12,COUNTRY,FEMALE,231.840738276
Algeria,1972,3746.0,0,12,COUNTRY,TOTAL,228.98341368
Algeria,1972,3746.0,0,12,COUNTRY,MALE,231.346328485
Algeria,1972,3746.0,0,12,COUNTRY,FEMALE,226.370408356
Algeria,1973,3757.0,0,12,COUNTRY,FEMALE,219.7020949
Algeria,1973,3757.0,0,12,COUNTRY,TOTAL,222.404174961
Algeria,1973,3757.0,0,12,COUNTRY,MALE,224.762171609
Algeria,1974,3870.0,0,12,COUNTRY,MALE,217.080379443
Algeria,1974,3870.0,0,12,COUNTRY,FEMALE,212.403690552
Algeria,1974,3870.0,0,12,COUNTRY,TOTAL,214.89125463
Algeria,1975,4020.0,0,12,COUNTRY,FEMALE,204.048931478
Algeria,1975,4020.0,0,12,COUNTRY,TOTAL,206.552255397
Algeria,1975,4020.0,0,12,COUNTRY,MALE,208.813662276
Algeria,1976,4157.0,0,12,COUNTRY,FEMALE,195.137826422
Algeria,1976,4157.0,0,12,COUNTRY,MALE,199.863487796
Algeria,1976,4157.0,0,12,COUNTRY,TOTAL,197.579891814
Algeria,1977,4398.0,0,12,COUNTRY,TOTAL,188.088800312
Algeria,1977,4398.0,0,12,COUNTRY,MALE,190.446001208
Algeria,1977,4398.0,0,12,COUNTRY,FEMALE,185.608258018
Algeria,1978,4812.0,0,12,COUNTRY,FEMALE,175.325492088
Algeria,1978,4812.0,0,12,COUNTRY,MALE,180.218557025
Algeria,1978,4812.0,0,12,COUNTRY,TOTAL,177.843289581
Algeria,1979,5088.0,0,12,COUNTRY,FEMALE,163.786337046
Algeria,1979,5088.0,0,12,COUNTRY,TOTAL,166.36528239
Algeria,1979,5088.0,0,12,COUNTRY,MALE,168.812963738
Algeria,1980,5024.0,0,12,COUNTRY,MALE,155.739647595
Algeria,1980,5024.0,0,12,COUNTRY,FEMALE,150.441000578
Algeria,1980,5024.0,0,12,COUNTRY,TOTAL,153.166135966
Algeria,1981,4991.0,0,12,COUNTRY,MALE,140.384553301
Algeria,1981,4991.0,0,12,COUNTRY,FEMALE,135.041255205
Algeria,1981,4991.0,0,12,COUNTRY,TOTAL,137.77687965
Algeria,1982,5145.0,0,12,COUNTRY,FEMALE,116.944693515
Algeria,1982,5145.0,0,12,COUNTRY,MALE,123.712022918
Algeria,1982,5145.0,0,12,COUNTRY,TOTAL,120.400094411
Algeria,1983,5243.0,0,12,COUNTRY,FEMALE,98.444882159
Algeria,1983,5243.0,0,12,COUNTRY,TOTAL,102.941266376
Algeria,1983,5243.0,0,12,COUNTRY,MALE,107.221538368
Algeria,1984,5361.0,0,12,COUNTRY,TOTAL,87.277270811
Algeria,1984,5361.0,0,12,COUNTRY,FEMALE,82.057492329
Algeria,1984,5361.0,0,12,COUNTRY,MALE,92.234646805
Algeria,1985,5469.0,0,12,COUNTRY,FEMALE,68.716832038
Algeria,1985,5469.0,0,12,COUNTRY,MALE,79.885619578
Algeria,1985,5469.0,0,12,COUNTRY,TOTAL,74.44625404
Algeria,1986,5262.0,0,12,COUNTRY,MALE,70.154108925
Algeria,1986,5262.0,0,12,COUNTRY,FEMALE,59.249564297
Algeria,1986,5262.0,0,12,COUNTRY,TOTAL,64.834453471
Algeria,1987,5088.0,0,12,COUNTRY,TOTAL,58.450244631
Algeria,1987,5088.0,0,12,COUNTRY,FEMALE,53.357808313
Algeria,1987,5088.0,0,12,COUNTRY,MALE,63.282264238
Algeria,1988,4850.0,0,12,COUNTRY,TOTAL,54.515210195
Algeria,1988,4850.0,0,12,COUNTRY,MALE,59.032542763
Algeria,1988,4850.0,0,12,COUNTRY,FEMALE,49.767250909
Algeria,1989,4889.0,0,12,COUNTRY,FEMALE,47.785374057
Algeria,1989,4889.0,0,12,COUNTRY,TOTAL,52.230045724
Algeria,1989,4889.0,0,12,COUNTRY,MALE,56.437166039
Algeria,1990,4697.0,0,12,COUNTRY,FEMALE,46.730063232
Algeria,1990,4697.0,0,12,COUNTRY,MALE,55.067801046
Algeria,1990,4697.0,0,12,COUNTRY,TOTAL,51.020397696
Algeria,1991,4708.232,0,12,COUNTRY,FEMALE,46.24304273
Algeria,1991,4708.232,0,12,COUNTRY,MALE,54.292251419
Algeria,1991,4708.232,0,12,COUNTRY,TOTAL,50.398364114
Algeria,1992,4850.223,0,12,COUNTRY,TOTAL,49.955624108
Algeria,1992,4850.223,0,12,COUNTRY,MALE,53.699553234
Algeria,1992,4850.223,0,12,COUNTRY,FEMALE,45.998744509
Algeria,1993,4816.924,0,12,COUNTRY,MALE,53.085883537
Algeria,1993,4816.924,0,12,COUNTRY,TOTAL,49.503370528
Algeria,1993,4816.924,0,12,COUNTRY,FEMALE,45.703511549
Algeria,1994,4856.9854,0,12,COUNTRY,TOTAL,48.877401524
Algeria,1994,4856.9854,0,12,COUNTRY,FEMALE,45.229125729
Algeria,1994,4856.9854,0,12,COUNTRY,MALE,52.355750066
Algeria,1995,5142.384,0,12,COUNTRY,MALE,51.373267608
Algeria,1995,5142.384,0,12,COUNTRY,TOTAL,48.028571888
Algeria,1995,5142.384,0,12,COUNTRY,FEMALE,44.509684872
Algeria,1996,5451.6343,0,12,COUNTRY,TOTAL,46.973322285
Algeria,1996,5451.6343,0,12,COUNTRY,MALE,50.211755735
Algeria,1996,5451.6343,0,12,COUNTRY,FEMALE,43.58484834
Algeria,1997,5638.48,0,12,COUNTRY,TOTAL,45.799047796
Algeria,1997,5638.48,0,12,COUNTRY,FEMALE,42.587122065
Algeria,1997,5638.48,0,12,COUNTRY,MALE,48.869054056
Algeria,1998,6069.7773,0,12,COUNTRY,MALE,47.433512324
Algeria,1998,6069.7773,0,12,COUNTRY,FEMALE,41.503786462
Algeria,1998,6069.7773,0,12,COUNTRY,TOTAL,44.54682863
Algeria,1999,6421.5083,0,12,COUNTRY,MALE,45.893889953
Algeria,1999,6421.5083,0,12,COUNTRY,TOTAL,43.155213685
Algeria,1999,6421.5083,0,12,COUNTRY,FEMALE,40.264611259
Algeria,2000,6834.5537,0,12,COUNTRY,MALE,44.372752609
Algeria,2000,6834.5537,0,12,COUNTRY,TOTAL,41.696498307
Algeria,2000,6834.5537,0,12,COUNTRY,FEMALE,38.852910138
Algeria,2001,7218.2456,0,12,COUNTRY,TOTAL,40.119113348
Algeria,2001,7218.2456,0,12,COUNTRY,FEMALE,37.397192691
Algeria,2001,7218.2456,0,12,COUNTRY,MALE,42.727086917
Algeria,2002,7814.8384,0,12,COUNTRY,TOTAL,38.539466422
Algeria,2002,7814.8384,0,12,COUNTRY,MALE,41.065667985
Algeria,2002,7814.8384,0,12,COUNTRY,FEMALE,35.894661013
Algeria,2003,8590.178,0,12,COUNTRY,MALE,39.372520327
Algeria,2003,8590.178,0,12,COUNTRY,FEMALE,34.357589967
Algeria,2003,8590.178,0,12,COUNTRY,TOTAL,36.928608964
Algeria,2004,9182.294,0,12,COUNTRY,MALE,37.683650865
Algeria,2004,9182.294,0,12,COUNTRY,FEMALE,32.85339897
Algeria,2004,9182.294,0,12,COUNTRY,TOTAL,35.331990895
